"Date", "Wind Dir", "Wind Speed", "Temp.", "Humi.", "heatidx", "Pres.", "Prec.", "Vis."
"23/05/01", "124", "2.3", "30.6", "52.6", "32.4", "992.7", "0.0", ""
"23/05/02", "138", "2.2", "31.8", "52.1", "34.5", "992.6", "0.0", ""
"23/05/03", "162", "2.1", "34.3", "45.8", "37.6", "992.0", "0.0", ""
"23/05/04", "111", "1.7", "33.9", "49.1", "38.0", "988.1", "0.0", ""
"23/05/05", "138", "2.0", "34.7", "47.1", "38.9", "985.8", "0.0", ""
"23/05/06", "139", "2.2", "35.7", "44.3", "40.1", "985.0", "0.0", ""
"23/05/07", "123", "2.9", "34.1", "51.1", "39.0", "986.2", "19.4", ""
"23/05/08", "211", "1.5", "26.4", "81.3", "28.4", "991.3", "7.4", ""
"23/05/09", "129", "1.8", "31.0", "60.2", "34.8", "991.3", "0.0", ""
"23/05/10", "172", "2.1", "27.7", "80.1", "31.3", "992.8", "0.0", ""
"23/05/11", "83", "1.9", "27.8", "75.3", "31.0", "993.7", "0.0", ""
"23/05/12", "135", "2.4", "28.3", "69.4", "31.2", "994.0", "0.0", ""
"23/05/13", "120", "2.1", "27.7", "70.2", "30.2", "994.1", "0.0", ""
"23/05/14", "126", "2.5", "28.5", "71.9", "31.9", "993.2", "4.6", ""
"23/05/15", "114", "1.4", "28.4", "79.3", "33.1", "992.6", "14.4", ""
"23/05/16", "205", "1.5", "30.7", "61.6", "34.5", "991.8", "0.0", ""
"23/05/17", "240", "1.8", "31.9", "54.7", "35.3", "991.2", "0.0", ""
"23/05/18", "166", "1.8", "33.0", "51.8", "36.8", "989.8", "0.0", ""
"23/05/19", "119", "2.2", "33.5", "50.7", "37.5", "988.7", "0.0", ""
"23/05/20", "126", "2.4", "32.3", "58.8", "37.4", "989.3", "0.0", ""
"23/05/21", "129", "2.3", "33.4", "54.6", "38.7", "990.5", "0.0", ""
"23/05/22", "176", "2.3", "31.5", "62.6", "36.6", "991.2", "1.4", ""
"23/05/23", "131", "2.1", "30.4", "67.1", "35.3", "990.9", "3.6", ""
"23/05/24", "123", "3.0", "28.8", "71.3", "32.6", "991.6", "0.0", ""
"23/05/25", "140", "2.1", "28.2", "76.9", "32.1", "992.5", "4.6", ""
"23/05/26", "134", "2.2", "29.1", "72.5", "33.5", "991.4", "0.2", ""
"23/05/27", "153", "1.4", "28.8", "73.2", "32.9", "989.9", "2.0", ""
"23/05/28", "107", "1.9", "30.2", "66.7", "34.6", "989.8", "8.2", ""
"23/05/29", "138", "2.1", "30.6", "65.5", "35.4", "990.4", "0.0", ""
"23/05/30", "157", "1.9", "31.8", "60.1", "36.7", "989.3", "0.0", ""
"23/05/31", "173", "1.9", "32.6", "59.1", "38.2", "987.9", "0.0", ""
"23/06/01", "170", "2.2", "32.0", "61.0", "37.4", "987.5", "0.0", ""
"23/06/02", "126", "2.8", "31.3", "62.0", "36.0", "989.0", "0.0", ""
"23/06/03", "145", "2.7", "30.2", "67.7", "35.0", "990.2", "42.2", ""
