Date,PM2.5
2014-09-30,32.0
2014-10-01,38.0
2014-10-02,29.0
2014-10-03,37.0
2014-10-04,37.0
2014-10-05,30.0
2014-10-06,25.0
2014-10-07,27.0
2014-10-08,24.0
2014-10-09,32.0
2014-10-10,25.0
2014-10-11,22.0
2014-10-12,49.0
2014-10-13,59.0
2014-10-14,50.0
2014-10-15,65.0
2014-10-16,74.0
2014-10-17,59.0
2014-10-18,38.0
2014-10-19,28.0
2014-10-20,24.0
2014-10-21,38.0
2014-10-22,35.0
2014-10-23,28.0
2014-10-24,36.0
2014-10-25,29.0
2014-10-26,25.0
2014-10-27,33.0
2014-10-28,29.0
2014-10-29,24.0
2014-10-30,45.0
2014-10-31,46.0
2014-11-01,26.0
2014-11-02,30.0
2014-11-03,22.0
2014-11-04,30.0
2014-11-05,41.0
2014-11-06,51.0
2014-11-07,36.0
2014-11-08,36.0
2014-11-09,32.0
2014-11-10,33.0
2014-11-11,42.0
2014-11-12,40.0
2014-11-13,33.0
2014-11-14,25.0
2014-11-15,30.0
2014-11-16,41.0
2014-11-17,37.0
2014-11-18,34.0
2014-11-19,42.0
2014-11-20,55.0
2014-11-21,66.0
2014-11-22,58.0
2014-11-23,57.0
2014-11-24,57.0
2014-11-25,59.0
2014-11-26,57.0
2014-11-27,42.0
2014-11-28,55.0
2014-11-29,76.0
2014-11-30,61.0
2014-12-01,44.0
2014-12-02,44.0
2014-12-03,39.0
2014-12-04,51.0
2014-12-05,31.0
2014-12-06,39.0
2014-12-07,40.0
2014-12-08,43.0
2014-12-09,35.0
2014-12-10,39.0
2014-12-11,36.0
2014-12-12,43.0
2014-12-13,40.0
2014-12-14,44.0
2014-12-15,63.0
2014-12-16,51.0
2014-12-17,44.0
2014-12-18,56.0
2014-12-19,62.0
2014-12-20,71.0
2014-12-21,68.0
2014-12-22,57.0
2014-12-23,79.0
2014-12-24,87.0
2014-12-25,70.0
2014-12-26,70.0
2014-12-27,64.0
2014-12-28,29.0
2014-12-29,28.0
2014-12-30,54.0
2014-12-31,59.0
2015-01-01,42.0
2015-01-02,48.0
2015-01-03,68.0
2015-01-04,77.0
2015-01-05,80.0
2015-01-06,57.0
2015-01-07,38.0
2015-01-08,38.0
2015-01-09,38.0
2015-01-10,47.0
2015-01-11,46.0
2015-01-12,39.0
2015-01-13,42.0
2015-01-14,64.0
2015-01-15,67.0
2015-01-16,75.0
2015-01-17,57.0
2015-01-18,72.0
2015-01-19,53.0
2015-01-20,67.0
2015-01-21,82.0
2015-01-22,93.0
2015-01-23,101.0
2015-01-24,70.0
2015-01-25,64.0
2015-01-26,54.0
2015-01-27,78.0
2015-01-28,73.0
2015-01-29,69.0
2015-01-30,54.0
2015-01-31,58.0
2015-02-01,57.0
2015-02-02,66.0
2015-02-03,62.0
2015-02-04,70.0
2015-02-05,58.0
2015-02-06,65.0
2015-02-07,73.0
2015-02-08,85.0
2015-02-09,65.0
2015-02-10,73.0
2015-02-11,97.0
2015-02-12,55.0
2015-02-13,44.0
2015-02-14,42.0
2015-02-15,43.0
2015-02-16,45.0
2015-02-17,48.0
2015-02-18,37.0
2015-02-19,
2015-02-20,
2015-02-21,
2015-02-22,
2015-02-23,
2015-02-24,
2015-02-25,
2015-02-26,
2015-02-27,35.0
2015-02-28,30.0
2015-03-01,21.0
2015-03-02,28.0
2015-03-03,26.0
2015-03-04,31.0
2015-03-05,39.0
2015-03-06,30.0
2015-03-07,27.0
2015-03-08,23.0
2015-03-09,20.0
2015-03-10,30.0
2015-03-11,
2015-03-12,
2015-03-13,
2015-03-14,
2015-03-15,
2015-03-16,
2015-03-17,
2015-03-18,
2015-03-19,
2015-03-20,44.0
2015-03-21,39.0
2015-03-22,42.0
2015-03-23,40.0
2015-03-24,43.0
2015-03-25,58.0
2015-03-26,53.0
2015-03-27,56.0
2015-03-28,59.0
2015-03-29,43.0
2015-03-30,30.0
2015-03-31,29.0
2015-04-01,32.0
2015-04-02,37.0
2015-04-03,42.0
2015-04-04,44.0
2015-04-05,33.0
2015-04-06,29.0
2015-04-07,30.0
2015-04-08,28.0
2015-04-09,43.0
2015-04-10,23.0
2015-04-11,28.0
2015-04-12,34.0
2015-04-13,39.0
2015-04-14,53.0
2015-04-15,70.0
2015-04-16,51.0
2015-04-17,35.0
2015-04-18,24.0
2015-04-19,23.0
2015-04-20,28.0
2015-04-21,36.0
2015-04-22,39.0
2015-04-23,35.0
2015-04-24,45.0
2015-04-25,47.0
2015-04-26,51.0
2015-04-27,42.0
2015-04-28,30.0
2015-04-29,27.0
2015-04-30,33.0
2015-05-01,26.0
2015-05-02,22.0
2015-05-03,24.0
2015-05-04,31.0
2015-05-05,23.0
2015-05-06,29.0
2015-05-07,22.0
2015-05-08,25.0
2015-05-09,31.0
2015-05-10,26.0
2015-05-11,25.0
2015-05-12,26.0
2015-05-13,23.0
2015-05-14,24.0
2015-05-15,25.0
2015-05-16,23.0
2015-05-17,16.0
2015-05-18,21.0
2015-05-19,19.0
2015-05-20,18.0
2015-05-21,19.0
2015-05-22,15.0
2015-05-23,23.0
2015-05-24,19.0
2015-05-25,23.0
2015-05-26,18.0
2015-05-27,26.0
2015-05-28,20.0
2015-05-29,23.0
2015-05-30,28.0
2015-05-31,22.0
2015-06-01,24.0
2015-06-02,22.0
2015-06-03,35.0
2015-06-04,25.0
2015-06-05,29.0
2015-06-06,28.0
2015-06-07,22.0
2015-06-08,
2015-06-09,24.0
2015-06-10,26.0
2015-06-11,18.0
2015-06-12,25.0
2015-06-13,29.0
2015-06-14,24.0
2015-06-15,29.0
2015-06-16,20.0
2015-06-17,24.0
2015-06-18,22.0
2015-06-19,25.0
2015-06-20,22.0
2015-06-21,19.0
2015-06-22,16.0
2015-06-23,17.0
2015-06-24,22.0
2015-06-25,20.0
2015-06-26,21.0
2015-06-27,21.0
2015-06-28,26.0
2015-06-29,21.0
2015-06-30,21.0
2015-07-01,27.0
2015-07-02,22.0
2015-07-03,22.0
2015-07-04,23.0
2015-07-05,16.0
2015-07-06,28.0
2015-07-07,30.0
2015-07-08,33.0
2015-07-09,36.0
2015-07-10,35.0
2015-07-11,30.0
2015-07-12,23.0
2015-07-13,25.0
2015-07-14,
2015-07-15,
2015-07-16,
2015-07-17,
2015-07-18,13.0
2015-07-19,16.0
2015-07-20,21.0
2015-07-21,20.0
2015-07-22,20.0
2015-07-23,19.0
2015-07-24,23.0
2015-07-25,23.0
2015-07-26,29.0
2015-07-27,24.0
2015-07-28,32.0
2015-07-29,29.0
2015-07-30,31.0
2015-07-31,25.0
2015-08-01,20.0
2015-08-02,18.0
2015-08-03,27.0
2015-08-04,27.0
2015-08-05,23.0
2015-08-06,20.0
2015-08-07,23.0
2015-08-08,21.0
2015-08-09,21.0
2015-08-10,28.0
2015-08-11,23.0
2015-08-12,25.0
2015-08-13,27.0
2015-08-14,28.0
2015-08-15,21.0
2015-08-16,24.0
2015-08-17,20.0
2015-08-18,23.0
2015-08-19,23.0
2015-08-20,24.0
2015-08-21,17.0
2015-08-22,21.0
2015-08-23,18.0
2015-08-24,22.0
2015-08-25,15.0
2015-08-26,22.0
2015-08-27,22.0
2015-08-28,30.0
2015-08-29,21.0
2015-08-30,22.0
2015-08-31,25.0
2015-09-01,22.0
2015-09-02,19.0
2015-09-03,25.0
2015-09-04,29.0
2015-09-05,24.0
2015-09-06,20.0
2015-09-07,18.0
2015-09-08,16.0
2015-09-09,25.0
2015-09-10,31.0
2015-09-11,24.0
2015-09-12,21.0
2015-09-13,20.0
2015-09-14,18.0
2015-09-15,22.0
2015-09-16,20.0
2015-09-17,24.0
2015-09-18,24.0
2015-09-19,34.0
2015-09-20,51.0
2015-09-21,53.0
2015-09-22,26.0
2015-09-23,23.0
2015-09-24,23.0
2015-09-25,21.0
2015-09-26,19.0
2015-09-27,24.0
2015-09-28,17.0
2015-09-29,26.0
2015-09-30,35.0
2015-10-01,
2015-10-02,34.0
2015-10-03,39.0
2015-10-04,25.0
2015-10-05,28.0
2015-10-06,40.0
2015-10-07,37.0
2015-10-08,29.0
2015-10-09,29.0
2015-10-10,29.0
2015-10-11,32.0
2015-10-12,26.0
2015-10-13,31.0
2015-10-14,28.0
2015-10-15,36.0
2015-10-16,47.0
2015-10-17,49.0
2015-10-18,47.0
2015-10-19,48.0
2015-10-20,38.0
2015-10-21,36.0
2015-10-22,53.0
2015-10-23,52.0
2015-10-24,53.0
2015-10-25,42.0
2015-10-26,51.0
2015-10-27,42.0
2015-10-28,47.0
2015-10-29,53.0
2015-10-30,47.0
2015-10-31,35.0
2015-11-01,34.0
2015-11-02,38.0
2015-11-03,43.0
2015-11-04,42.0
2015-11-05,44.0
2015-11-06,48.0
2015-11-07,42.0
2015-11-08,37.0
2015-11-09,37.0
2015-11-10,39.0
2015-11-11,37.0
2015-11-12,43.0
2015-11-13,50.0
2015-11-14,41.0
2015-11-15,42.0
2015-11-16,42.0
2015-11-17,42.0
2015-11-18,43.0
2015-11-19,44.0
2015-11-20,40.0
2015-11-21,49.0
2015-11-22,48.0
2015-11-23,44.0
2015-11-24,46.0
2015-11-25,41.0
2015-11-26,36.0
2015-11-27,38.0
2015-11-28,40.0
2015-11-29,34.0
2015-11-30,47.0
2015-12-01,53.0
2015-12-02,35.0
2015-12-03,27.0
2015-12-04,36.0
2015-12-05,44.0
2015-12-06,44.0
2015-12-07,36.0
2015-12-08,38.0
2015-12-09,54.0
2015-12-10,71.0
2015-12-11,66.0
2015-12-12,44.0
2015-12-13,39.0
2015-12-14,53.0
2015-12-15,82.0
2015-12-16,56.0
2015-12-17,33.0
2015-12-18,44.0
2015-12-19,
2015-12-20,60.0
2015-12-21,56.0
2015-12-22,51.0
2015-12-23,55.0
2015-12-24,49.0
2015-12-25,41.0
2015-12-26,46.0
2015-12-27,34.0
2015-12-28,40.0
2015-12-29,45.0
2015-12-30,47.0
2015-12-31,41.0
2016-01-01,
2016-01-02,33.0
2016-01-03,50.0
2016-01-04,69.0
2016-01-05,58.0
2016-01-06,56.0
2016-01-07,58.0
2016-01-08,53.0
2016-01-09,46.0
2016-01-10,
2016-01-11,
2016-01-12,
2016-01-13,
2016-01-14,
2016-01-15,
2016-01-16,31.0
2016-01-17,34.0
2016-01-18,35.0
2016-01-19,34.0
2016-01-20,36.0
2016-01-21,37.0
2016-01-22,43.0
2016-01-23,50.0
2016-01-24,32.0
2016-01-25,38.0
2016-01-26,52.0
2016-01-27,56.0
2016-01-28,57.0
2016-01-29,
2016-01-30,53.0
2016-01-31,34.0
2016-02-01,40.0
2016-02-02,37.0
2016-02-03,40.0
2016-02-04,54.0
2016-02-05,63.0
2016-02-06,47.0
2016-02-07,49.0
2016-02-08,62.0
2016-02-09,83.0
2016-02-10,103.0
2016-02-11,76.0
2016-02-12,56.0
2016-02-13,35.0
2016-02-14,40.0
2016-02-15,28.0
2016-02-16,44.0
2016-02-17,53.0
2016-02-18,66.0
2016-02-19,56.0
2016-02-20,57.0
2016-02-21,56.0
2016-02-22,41.0
2016-02-23,40.0
2016-02-24,48.0
2016-02-25,39.0
2016-02-26,50.0
2016-02-27,52.0
2016-02-28,56.0
2016-02-29,66.0
2016-03-01,82.0
2016-03-02,80.0
2016-03-03,88.0
2016-03-04,50.0
2016-03-05,38.0
2016-03-06,33.0
2016-03-07,31.0
2016-03-08,33.0
2016-03-09,29.0
2016-03-10,39.0
2016-03-11,33.0
2016-03-12,35.0
2016-03-13,32.0
2016-03-14,27.0
2016-03-15,32.0
2016-03-16,
2016-03-17,
2016-03-18,47.0
2016-03-19,49.0
2016-03-20,46.0
2016-03-21,
2016-03-22,
2016-03-23,
2016-03-24,
2016-03-25,48.0
2016-03-26,51.0
2016-03-27,47.0
2016-03-28,69.0
2016-03-29,75.0
2016-03-30,61.0
2016-03-31,61.0
2016-04-01,59.0
2016-04-02,53.0
2016-04-03,46.0
2016-04-04,
2016-04-05,
2016-04-06,
2016-04-07,38.0
2016-04-08,33.0
2016-04-09,27.0
2016-04-10,40.0
2016-04-11,53.0
2016-04-12,62.0
2016-04-13,54.0
2016-04-14,43.0
2016-04-15,50.0
2016-04-16,40.0
2016-04-17,49.0
2016-04-18,40.0
2016-04-19,
2016-04-20,29.0
2016-04-21,37.0
2016-04-22,50.0
2016-04-23,41.0
2016-04-24,
2016-04-25,36.0
2016-04-26,39.0
2016-04-27,45.0
2016-04-28,
2016-04-29,
2016-04-30,
2016-05-01,
2016-05-02,30.0
2016-05-03,34.0
2016-05-04,29.0
2016-05-05,31.0
2016-05-06,29.0
2016-05-07,29.0
2016-05-08,28.0
2016-05-09,28.0
2016-05-10,27.0
2016-05-11,32.0
2016-05-12,34.0
2016-05-13,40.0
2016-05-14,49.0
2016-05-15,34.0
2016-05-16,36.0
2016-05-17,40.0
2016-05-18,29.0
2016-05-19,29.0
2016-05-20,25.0
2016-05-21,22.0
2016-05-22,23.0
2016-05-23,20.0
2016-05-24,30.0
2016-05-25,21.0
2016-05-26,32.0
2016-05-27,31.0
2016-05-28,33.0
2016-05-29,31.0
2016-05-30,25.0
2016-05-31,28.0
2016-06-01,
2016-06-02,
2016-06-03,
2016-06-04,
2016-06-05,
2016-06-06,
2016-06-07,
2016-06-08,
2016-06-09,
2016-06-10,
2016-06-11,
2016-06-12,
2016-06-13,
2016-06-14,
2016-06-15,
2016-06-16,
2016-06-17,
2016-06-18,
2016-06-19,
2016-06-20,
2016-06-21,
2016-06-22,
2016-06-23,
2016-06-24,
2016-06-25,
2016-06-26,
2016-06-27,
2016-06-28,
2016-06-29,
2016-06-30,
2016-07-01,
2016-07-02,
2016-07-03,
2016-07-04,
2016-07-05,
2016-07-06,
2016-07-07,
2016-07-08,
2016-07-09,
2016-07-10,
2016-07-11,
2016-07-12,
2016-07-13,
2016-07-14,
2016-07-15,
2016-07-16,
2016-07-17,
2016-07-18,
2016-07-19,
2016-07-20,
2016-07-21,
2016-07-22,
2016-07-23,
2016-07-24,
2016-07-25,
2016-07-26,
2016-07-27,
2016-07-28,27.0
2016-07-29,28.0
2016-07-30,21.0
2016-07-31,25.0
2016-08-01,26.0
2016-08-02,
2016-08-03,
2016-08-04,
2016-08-05,
2016-08-06,
2016-08-07,
2016-08-08,
2016-08-09,
2016-08-10,
2016-08-11,
2016-08-12,
2016-08-13,
2016-08-14,
2016-08-15,
2016-08-16,
2016-08-17,
2016-08-18,
2016-08-19,
2016-08-20,
2016-08-21,
2016-08-22,
2016-08-23,
2016-08-24,
2016-08-25,
2016-08-26,
2016-08-27,
2016-08-28,
2016-08-29,
2016-08-30,
2016-08-31,
2016-09-01,
2016-09-02,
2016-09-03,
2016-09-04,
2016-09-05,
2016-09-06,
2016-09-07,
2016-09-08,
2016-09-09,
2016-09-10,
2016-09-11,
2016-09-12,
2016-09-13,
2016-09-14,
2016-09-15,
2016-09-16,
2016-09-17,
2016-09-18,
2016-09-19,
2016-09-20,
2016-09-21,
2016-09-22,
2016-09-23,
2016-09-24,
2016-09-25,
2016-09-26,
2016-09-27,
2016-09-28,
2016-09-29,
2016-09-30,
2016-10-01,
2016-10-02,
2016-10-03,
2016-10-04,
2016-10-05,
2016-10-06,
2016-10-07,
2016-10-08,
2016-10-09,
2016-10-10,
2016-10-11,
2016-10-12,
2016-10-13,
2016-10-14,
2016-10-15,
2016-10-16,
2016-10-17,
2016-10-18,
2016-10-19,
2016-10-20,
2016-10-21,
2016-10-22,
2016-10-23,
2016-10-24,
2016-10-25,
2016-10-26,
2016-10-27,
2016-10-28,
2016-10-29,
2016-10-30,
2016-10-31,
2016-11-01,
2016-11-02,
2016-11-03,
2016-11-04,
2016-11-05,
2016-11-06,
2016-11-07,
2016-11-08,
2016-11-09,
2016-11-10,
2016-11-11,
2016-11-12,
2016-11-13,
2016-11-14,
2016-11-15,
2016-11-16,
2016-11-17,
2016-11-18,
2016-11-19,
2016-11-20,
2016-11-21,
2016-11-22,
2016-11-23,
2016-11-24,
2016-11-25,
2016-11-26,
2016-11-27,
2016-11-28,
2016-11-29,
2016-11-30,
2016-12-01,
2016-12-02,
2016-12-03,
2016-12-04,
2016-12-05,
2016-12-06,
2016-12-07,
2016-12-08,
2016-12-09,
2016-12-10,
2016-12-11,
2016-12-12,
2016-12-13,
2016-12-14,
2016-12-15,
2016-12-16,
2016-12-17,
2016-12-18,
2016-12-19,
2016-12-20,
2016-12-21,
2016-12-22,
2016-12-23,
2016-12-24,
2016-12-25,
2016-12-26,
2016-12-27,
2016-12-28,
2016-12-29,
2016-12-30,
2016-12-31,
2017-01-01,
2017-01-02,
2017-01-03,
2017-01-04,
2017-01-05,
2017-01-06,
2017-01-07,
2017-01-08,
2017-01-09,
2017-01-10,
2017-01-11,
2017-01-12,
2017-01-13,
2017-01-14,
2017-01-15,
2017-01-16,
2017-01-17,
2017-01-18,
2017-01-19,
2017-01-20,
2017-01-21,
2017-01-22,
2017-01-23,
2017-01-24,
2017-01-25,
2017-01-26,
2017-01-27,
2017-01-28,
2017-01-29,
2017-01-30,
2017-01-31,
2017-02-01,
2017-02-02,
2017-02-03,
2017-02-04,
2017-02-05,
2017-02-06,
2017-02-07,
2017-02-08,
2017-02-09,
2017-02-10,
2017-02-11,
2017-02-12,
2017-02-13,
2017-02-14,
2017-02-15,
2017-02-16,
2017-02-17,
2017-02-18,
2017-02-19,
2017-02-20,
2017-02-21,
2017-02-22,
2017-02-23,
2017-02-24,
2017-02-25,
2017-02-26,
2017-02-27,
2017-02-28,
2017-03-01,
2017-03-02,
2017-03-03,
2017-03-04,
2017-03-05,
2017-03-06,
2017-03-07,
2017-03-08,
2017-03-09,
2017-03-10,
2017-03-11,
2017-03-12,
2017-03-13,
2017-03-14,
2017-03-15,
2017-03-16,
2017-03-17,
2017-03-18,
2017-03-19,
2017-03-20,
2017-03-21,
2017-03-22,
2017-03-23,
2017-03-24,
2017-03-25,
2017-03-26,
2017-03-27,
2017-03-28,
2017-03-29,
2017-03-30,
2017-03-31,
2017-04-01,
2017-04-02,
2017-04-03,
2017-04-04,
2017-04-05,
2017-04-06,
2017-04-07,
2017-04-08,
2017-04-09,
2017-04-10,
2017-04-11,
2017-04-12,
2017-04-13,
2017-04-14,
2017-04-15,
2017-04-16,
2017-04-17,
2017-04-18,
2017-04-19,
2017-04-20,
2017-04-21,
2017-04-22,
2017-04-23,
2017-04-24,
2017-04-25,
2017-04-26,
2017-04-27,
2017-04-28,
2017-04-29,
2017-04-30,
2017-05-01,
2017-05-02,
2017-05-03,
2017-05-04,
2017-05-05,
2017-05-06,
2017-05-07,
2017-05-08,
2017-05-09,
2017-05-10,
2017-05-11,
2017-05-12,
2017-05-13,
2017-05-14,
2017-05-15,
2017-05-16,
2017-05-17,
2017-05-18,
2017-05-19,
2017-05-20,
2017-05-21,
2017-05-22,
2017-05-23,
2017-05-24,
2017-05-25,
2017-05-26,
2017-05-27,
2017-05-28,
2017-05-29,
2017-05-30,
2017-05-31,
2017-06-01,
2017-06-02,
2017-06-03,
2017-06-04,
2017-06-05,
2017-06-06,
2017-06-07,
2017-06-08,
2017-06-09,
2017-06-10,
2017-06-11,
2017-06-12,
2017-06-13,
2017-06-14,
2017-06-15,
2017-06-16,
2017-06-17,
2017-06-18,
2017-06-19,
2017-06-20,
2017-06-21,
2017-06-22,
2017-06-23,
2017-06-24,
2017-06-25,
2017-06-26,
2017-06-27,
2017-06-28,
2017-06-29,
2017-06-30,
2017-07-01,
2017-07-02,
2017-07-03,
2017-07-04,
2017-07-05,
2017-07-06,
2017-07-07,
2017-07-08,
2017-07-09,
2017-07-10,
2017-07-11,
2017-07-12,
2017-07-13,
2017-07-14,
2017-07-15,
2017-07-16,
2017-07-17,
2017-07-18,
2017-07-19,
2017-07-20,
2017-07-21,
2017-07-22,
2017-07-23,
2017-07-24,
2017-07-25,
2017-07-26,
2017-07-27,
2017-07-28,
2017-07-29,
2017-07-30,
2017-07-31,
2017-08-01,
2017-08-02,
2017-08-03,
2017-08-04,
2017-08-05,
2017-08-06,
2017-08-07,
2017-08-08,
2017-08-09,
2017-08-10,
2017-08-11,
2017-08-12,
2017-08-13,
2017-08-14,
2017-08-15,
2017-08-16,
2017-08-17,
2017-08-18,
2017-08-19,
2017-08-20,
2017-08-21,
2017-08-22,
2017-08-23,
2017-08-24,
2017-08-25,
2017-08-26,
2017-08-27,
2017-08-28,
2017-08-29,
2017-08-30,
2017-08-31,
2017-09-01,
2017-09-02,
2017-09-03,
2017-09-04,
2017-09-05,
2017-09-06,
2017-09-07,
2017-09-08,
2017-09-09,
2017-09-10,
2017-09-11,
2017-09-12,
2017-09-13,
2017-09-14,
2017-09-15,
2017-09-16,
2017-09-17,
2017-09-18,
2017-09-19,
2017-09-20,
2017-09-21,
2017-09-22,
2017-09-23,
2017-09-24,
2017-09-25,
2017-09-26,
2017-09-27,
2017-09-28,
2017-09-29,
2017-09-30,
2017-10-01,
2017-10-02,
2017-10-03,
2017-10-04,
2017-10-05,
2017-10-06,
2017-10-07,
2017-10-08,
2017-10-09,
2017-10-10,
2017-10-11,
2017-10-12,
2017-10-13,
2017-10-14,
2017-10-15,
2017-10-16,
2017-10-17,
2017-10-18,
2017-10-19,
2017-10-20,
2017-10-21,
2017-10-22,
2017-10-23,
2017-10-24,
2017-10-25,
2017-10-26,
2017-10-27,
2017-10-28,
2017-10-29,
2017-10-30,
2017-10-31,
2017-11-01,
2017-11-02,
2017-11-03,
2017-11-04,
2017-11-05,
2017-11-06,
2017-11-07,
2017-11-08,
2017-11-09,
2017-11-10,
2017-11-11,
2017-11-12,
2017-11-13,
2017-11-14,
2017-11-15,
2017-11-16,
2017-11-17,
2017-11-18,
2017-11-19,
2017-11-20,
2017-11-21,
2017-11-22,
2017-11-23,
2017-11-24,
2017-11-25,
2017-11-26,
2017-11-27,
2017-11-28,
2017-11-29,
2017-11-30,
2017-12-01,
2017-12-02,
2017-12-03,
2017-12-04,
2017-12-05,
2017-12-06,
2017-12-07,
2017-12-08,
2017-12-09,
2017-12-10,
2017-12-11,
2017-12-12,
2017-12-13,
2017-12-14,
2017-12-15,
2017-12-16,
2017-12-17,
2017-12-18,
2017-12-19,
2017-12-20,
2017-12-21,
2017-12-22,
2017-12-23,
2017-12-24,
2017-12-25,
2017-12-26,
2017-12-27,
2017-12-28,
2017-12-29,
2017-12-30,
2017-12-31,
2018-01-01,
2018-01-02,
2018-01-03,
2018-01-04,
2018-01-05,
2018-01-06,
2018-01-07,
2018-01-08,
2018-01-09,
2018-01-10,
2018-01-11,
2018-01-12,
2018-01-13,
2018-01-14,
2018-01-15,
2018-01-16,
2018-01-17,
2018-01-18,
2018-01-19,
2018-01-20,
2018-01-21,
2018-01-22,
2018-01-23,
2018-01-24,
2018-01-25,
2018-01-26,
2018-01-27,
2018-01-28,
2018-01-29,
2018-01-30,
2018-01-31,
2018-02-01,
2018-02-02,
2018-02-03,
2018-02-04,
2018-02-05,
2018-02-06,
2018-02-07,
2018-02-08,
2018-02-09,
2018-02-10,
2018-02-11,
2018-02-12,
2018-02-13,
2018-02-14,
2018-02-15,
2018-02-16,
2018-02-17,
2018-02-18,
2018-02-19,
2018-02-20,
2018-02-21,
2018-02-22,
2018-02-23,
2018-02-24,
2018-02-25,
2018-02-26,
2018-02-27,
2018-02-28,
2018-03-01,
2018-03-02,
2018-03-03,
2018-03-04,
2018-03-05,
2018-03-06,
2018-03-07,
2018-03-08,
2018-03-09,
2018-03-10,
2018-03-11,
2018-03-12,
2018-03-13,
2018-03-14,
2018-03-15,
2018-03-16,
2018-03-17,
2018-03-18,
2018-03-19,
2018-03-20,
2018-03-21,
2018-03-22,
2018-03-23,
2018-03-24,
2018-03-25,
2018-03-26,
2018-03-27,
2018-03-28,
2018-03-29,
2018-03-30,
2018-03-31,
2018-04-01,
2018-04-02,
2018-04-03,
2018-04-04,
2018-04-05,
2018-04-06,
2018-04-07,
2018-04-08,
2018-04-09,
2018-04-10,
2018-04-11,
2018-04-12,
2018-04-13,
2018-04-14,
2018-04-15,
2018-04-16,
2018-04-17,
2018-04-18,
2018-04-19,
2018-04-20,
2018-04-21,
2018-04-22,
2018-04-23,
2018-04-24,
2018-04-25,
2018-04-26,
2018-04-27,
2018-04-28,
2018-04-29,
2018-04-30,
2018-05-01,
2018-05-02,
2018-05-03,
2018-05-04,
2018-05-05,
2018-05-06,
2018-05-07,
2018-05-08,
2018-05-09,
2018-05-10,
2018-05-11,
2018-05-12,
2018-05-13,
2018-05-14,
2018-05-15,
2018-05-16,
2018-05-17,
2018-05-18,
2018-05-19,
2018-05-20,
2018-05-21,
2018-05-22,
2018-05-23,
2018-05-24,
2018-05-25,
2018-05-26,
2018-05-27,
2018-05-28,
2018-05-29,
2018-05-30,
2018-05-31,
2018-06-01,
2018-06-02,
2018-06-03,
2018-06-04,
2018-06-05,
2018-06-06,
2018-06-07,
2018-06-08,
2018-06-09,
2018-06-10,
2018-06-11,
2018-06-12,
2018-06-13,
2018-06-14,
2018-06-15,
2018-06-16,
2018-06-17,
2018-06-18,
2018-06-19,
2018-06-20,
2018-06-21,
2018-06-22,
2018-06-23,
2018-06-24,
2018-06-25,
2018-06-26,
2018-06-27,
2018-06-28,
2018-06-29,
2018-06-30,
2018-07-01,
2018-07-02,
2018-07-03,
2018-07-04,
2018-07-05,
2018-07-06,
2018-07-07,
2018-07-08,
2018-07-09,
2018-07-10,
2018-07-11,
2018-07-12,
2018-07-13,
2018-07-14,
2018-07-15,
2018-07-16,
2018-07-17,
2018-07-18,
2018-07-19,
2018-07-20,
2018-07-21,
2018-07-22,
2018-07-23,
2018-07-24,
2018-07-25,24.0
2018-07-26,23.0
2018-07-27,26.0
2018-07-28,22.0
2018-07-29,22.0
2018-07-30,21.0
2018-07-31,23.0
2018-08-01,17.0
2018-08-02,21.0
2018-08-03,18.0
2018-08-04,22.0
2018-08-05,20.0
2018-08-06,20.0
2018-08-07,27.0
2018-08-08,33.0
2018-08-09,23.0
2018-08-10,25.0
2018-08-11,20.0
2018-08-12,16.0
2018-08-13,20.0
2018-08-14,18.0
2018-08-15,22.0
2018-08-16,19.0
2018-08-17,19.0
2018-08-18,14.0
2018-08-19,18.0
2018-08-20,19.0
2018-08-21,32.0
2018-08-22,32.0
2018-08-23,34.0
2018-08-24,29.0
2018-08-25,29.0
2018-08-26,26.0
2018-08-27,27.0
2018-08-28,27.0
2018-08-29,31.0
2018-08-30,23.0
2018-08-31,15.0
2018-09-01,33.0
2018-09-02,36.0
2018-09-03,31.0
2018-09-04,33.0
2018-09-05,28.0
2018-09-06,33.0
2018-09-07,22.0
2018-09-08,41.0
2018-09-09,50.0
2018-09-10,52.0
2018-09-11,29.0
2018-09-12,
2018-09-13,19.0
2018-09-14,30.0
2018-09-15,32.0
2018-09-16,34.0
2018-09-17,13.0
2018-09-18,19.0
2018-09-19,23.0
2018-09-20,31.0
2018-09-21,38.0
2018-09-22,32.0
2018-09-23,29.0
2018-09-24,36.0
2018-09-25,32.0
2018-09-26,18.0
2018-09-27,17.0
2018-09-28,26.0
2018-09-29,40.0
2018-09-30,
2018-10-01,
2018-10-02,33.0
2018-10-03,47.0
2018-10-04,49.0
2018-10-05,27.0
2018-10-06,35.0
2018-10-07,35.0
2018-10-08,43.0
2018-10-09,42.0
2018-10-10,42.0
2018-10-11,38.0
2018-10-12,29.0
2018-10-13,45.0
2018-10-14,40.0
2018-10-15,26.0
2018-10-16,27.0
2018-10-17,33.0
2018-10-18,34.0
2018-10-19,41.0
2018-10-20,44.0
2018-10-21,28.0
2018-10-22,25.0
2018-10-23,31.0
2018-10-24,43.0
2018-10-25,45.0
2018-10-26,40.0
2018-10-27,35.0
2018-10-28,27.0
2018-10-29,34.0
2018-10-30,31.0
2018-10-31,30.0
2018-11-01,37.0
2018-11-02,47.0
2018-11-03,52.0
2018-11-04,52.0
2018-11-05,49.0
